flawed,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
0,0.04699368870436571,0.38412503950691773,0.1274334837301359,0.5552482797759699,4101,519.2947261835334,5.190707739316569,5.62226445045851,3,3,7,8,0,58,68,19,84,32,94,95,70,29,88,334.27505166751575,627.7995670613693,338.6126381722909
0,0.42213388244061584,0.1829843159452723,0.5963602895990031,0.492100701354777,4106,5937.175139400453,4.4968807421583055,6.697763031620273,3,7,7,5,5,72,80,18,38,96,7,68,89,86,85,719.7664804374073,759.1600993638034,1261.482214069966
0,0.5982805389869024,0.3607775476658923,0.6758533097307295,0.5695868197159568,1456,5348.990046761029,4.664370860230234,7.265901004892052,5,3,5,6,8,14,7,16,52,88,3,7,4,3,80,100.03104920923234,319.55220351088036,750.6726600822011
0,0.4964336946654991,0.4285796035130434,0.2388030428794992,0.4634591705488091,2831,4469.847451340327,6.165840936960089,6.190447266455221,2,4,3,1,9,17,70,44,19,44,76,43,57,9,87,1018.5219675607274,1495.4609395792365,1414.7445420586503
0,0.3569195073704585,0.4132044428965637,0.15005462663661712,0.4996336708780446,4558,2187.1429650935224,4.446206299980248,3.9922813199790514,2,6,5,8,2,2,96,23,38,10,8,80,44,58,28,1209.2823526548304,822.4411237924866,189.1490893120008
1,0.4879275499520019,0.6295475332614194,0.8686538055088251,0.6180699411533085,7776,3234.234548725046,3.342957730201213,0.5152234840021599,3,6,7,0,8,62,82,0,69,12,14,68,6,77,24,409.21013116035687,1004.0829249082171,687.0675415157349
0,0.5768476442070961,0.6054686047367811,0.2688375132869585,0.4650298642917707,3925,5769.417169924037,6.4969676237122576,7.241652977398478,1,5,9,4,7,45,54,91,73,8,33,87,71,61,5,230.5081176776535,752.5153752006762,187.96621084877015
0,0.4584681138551271,0.35906663773316283,0.6662065607022795,0.6558442863836185,4530,8470.632198673435,4.1244914349137165,6.338632060311419,6,8,7,9,9,46,46,63,43,74,30,29,71,50,22,1456.3734755582154,1350.1932488190225,100.90396526964102
1,0.4803870902020375,0.4352220108410879,0.5972279777324285,0.3150571040187312,6876,5567.264404067059,4.645821664953731,3.025222882677141,1,3,2,0,3,30,33,92,63,13,4,95,42,67,24,213.59323019007448,766.7779059212636,17.297840994065727
1,0.7021318392796592,0.3333594355591485,0.2544080031117074,0.4332163470970837,5904,5041.825779687428,5.673819040092816,4.563050975902124,4,6,6,4,4,17,14,41,89,19,43,77,68,66,33,573.2703273910189,431.3511162898906,877.7514379958758
0,0.6489695436767324,0.32033773955385353,0.2167218975582238,0.17369029862447533,5687,2850.12712984113,6.7426556794695225,4.747173899435056,3,5,0,1,3,37,36,2,67,40,33,75,65,51,22,1236.300100453179,849.1810839618767,39.134906962545344
0,0.3788328824004552,0.3826779978092283,0.2113624066270056,0.6165998867441999,5470,4589.883250065724,6.592097093816482,7.0916089112056575,4,5,1,8,4,41,35,42,11,26,42,45,54,36,52,494.06970417927374,8.525187196814777,444.6742727267274
0,0.7758933826340698,0.4031303210618339,0.5799354101779516,0.4840803578173773,1796,6323.260777841722,6.309197608831509,6.404515989331411,1,4,7,8,4,56,12,64,65,79,69,77,11,21,57,1015.0558937207469,514.0195421380162,889.1842886219421
0,0.3802690775458205,0.3698418538396389,0.3832717806007481,0.5884064381430182,4348,2518.3364036070043,6.322293931518409,4.167509695502667,4,4,7,8,1,94,1,49,58,17,60,54,85,12,65,1491.6108292906817,1468.8943206465938,1219.2466385358105
0,0.3971759319105433,0.556409917606043,0.6106763188495847,0.5881331130175936,4677,5897.0125505526075,4.5604388163381975,6.388350229454378,6,4,6,8,5,41,16,65,20,8,48,57,81,2,84,335.9818284258652,1130.4991762096724,672.4625226227723
0,0.3574079895339961,0.4178795556570034,0.7319652702806669,0.6593585082218713,7439,5133.980294100777,4.610585037102724,5.97176559289204,6,8,7,5,5,34,37,25,31,81,0,78,73,0,56,1307.2408631667513,1364.697177717704,1113.3386474760885
0,0.5749255836365551,0.31094267148363164,0.4044380801575424,0.5018627122434695,4367,2964.8707680724488,5.98879979626904,6.271193494533996,4,5,7,1,0,10,88,26,26,22,4,69,4,82,30,1013.3579163509684,964.7894386050759,1125.172027048421
0,0.6086687312626883,0.5474185814852156,0.6898028183204902,0.6586902680150573,4707,4330.435506897529,6.366973544598071,6.054627639304428,2,4,8,1,8,36,18,79,31,42,36,41,74,47,76,1312.9389595296939,1162.8231035778872,1137.6734337687833
1,0.5719118597764364,0.4636415569913563,0.3585186154549296,0.5108287100571262,6931,7070.36126166843,6.235107047207579,5.15785961274886,2,7,6,5,6,75,59,75,97,26,52,28,54,29,81,432.020164533519,486.98822189608046,768.738602858963
0,0.3465192883811347,0.40293754670012816,0.39994751309110094,0.2410757178441939,0,7623.446178875933,2.4534298505570176,8.285307957429756,2,6,1,0,2,25,0,23,85,49,43,12,80,99,10,162.10040999633935,678.9565759341353,136.6728988100544
0,0.7460019391894344,0.4121339357578512,0.6468039447604252,0.5475680791032114,3665,3420.6938166931745,6.6938425965545525,5.533101440869935,2,6,7,6,3,44,3,62,41,60,92,75,87,27,86,587.8841923789275,868.5878899799613,450.45843979948745
0,0.5813692529970031,0.35880680216129995,0.21386273024977653,0.6261975255258097,3467,4120.2901417928015,4.005143444662269,3.8944460127658695,7,6,2,4,3,98,40,57,61,78,70,16,71,8,44,119.69951762267122,380.7425741391118,944.4703305990024
1,0.6296886444272479,0.5576364537075658,0.6485053243503928,0.2939211524669724,6615,1812.413052677375,1.7012970668746965,3.274567766990779,2,7,0,8,0,18,23,93,2,11,0,82,69,44,81,15.583902924363347,782.9396430278214,1198.1701598209384
0,0.24995526392357664,0.3383446701118981,0.4803596410489839,0.3842132900969881,528,4891.106476796357,4.5831777450254725,7.309271134856923,5,6,8,5,6,36,5,46,18,21,66,96,3,80,50,168.08662108046025,28.4143341065326,590.9704886139125
0,0.32483317956666496,0.576019436484876,0.2075306254879948,0.6264277105375758,5379,2608.36465175744,5.2741948369175455,5.536631416219533,3,7,5,5,0,47,43,11,68,69,4,20,51,59,76,335.8713441921171,730.1743847381587,310.47042626418937
0,0.5388961274537136,0.6018969959411884,0.2999151872549699,0.5118548963710015,4849,4494.1842989222305,7.797708839083071,7.326703478259328,5,4,6,6,1,61,75,34,87,17,47,18,78,7,45,1262.1550728887764,1282.7251063989565,507.09941292027526
0,0.5578640452434238,0.18437422295431705,0.5204051184979439,0.5122020078903939,6330,3178.8102882125645,8.071002322529907,4.751831613481693,4,5,5,9,0,45,23,95,16,91,26,18,59,14,83,959.5573254368896,413.2424979693313,1268.2827298162752
1,0.6178014255189961,0.3773692440123402,0.501397153733728,0.7416700222569385,8170,6201.256522331918,4.356200980929054,6.6910026156010645,5,5,5,8,6,29,88,12,41,37,66,11,87,21,94,1131.676531717026,618.5570328619493,759.4921075456442
0,0.5851309282089363,0.6463760097607142,0.2662322620204087,0.8215432189111738,4525,3439.21768538273,3.839876594897913,5.422530416519102,4,7,2,5,8,58,53,5,7,24,39,73,7,84,30,668.0035722415263,116.84384151165433,1326.513629135906
0,0.6290708141531222,0.4859893375298779,0.7791049948669654,0.7930113609278913,7828,6830.66352134653,6.975204591299461,4.635379806309004,1,4,4,1,8,95,10,88,84,0,86,76,12,24,32,1427.5167567067206,1437.3566317137013,819.0097593897037
0,0.2716452991502511,0.8020597508467908,0.5306534358390602,0.4529560451809461,1876,5370.75850579805,3.8627170172832965,7.396712085754447,4,4,9,8,1,53,0,36,83,30,89,68,48,46,64,4.898377525144326,6.366502438409083,708.6545407039514
0,0.5475579082428621,,0.5895706141542469,0.42008297523547905,3206,5545.39571521089,6.588566501467827,6.546973178702938,3,5,4,1,8,22,9,66,24,0,87,63,75,24,40,754.3235233000208,71.70258128538887,13.011874971008586
0,0.5985656551721756,,0.33405899354614826,0.5060152304960173,4562,6089.880894967751,8.19925158919987,8.392036064207266,4,6,4,7,3,73,14,95,84,22,48,91,13,9,41,853.2719981198112,1480.850536648943,1421.2075671296616
1,0.6287729670032497,,0.2894442826968362,0.043207459592421005,5217,3220.5233771458284,0.6042915280639698,6.511262557148213,5,7,0,6,7,19,7,54,7,46,25,41,12,11,25,70.26354115822281,284.3086306073328,1069.5267853500545
1,0.5370672082454129,0.469824304836972,0.6129453372306174,0.2533409136123901,6225,3639.563371982634,2.333159972124613,3.241642296461833,4,6,0,8,1,67,96,0,3,97,96,98,89,91,98,1201.8036717386758,461.4608815679187,84.16147762254728
1,0.5011059237889978,0.20123981461881946,0.653933277372085,0.5006966372654718,6802,2829.865990527445,3.4178446467184984,2.208538812455946,5,5,3,9,7,65,35,30,49,38,45,87,62,82,75,558.8332328083924,287.47273563455764,438.0584625189808
